fermi_energy_eV,band_gap_eV,VBM_eV,CBM_eV,dos_at_fermi,dos_bandwidth_eV,cell_volume_au3,total_energy_eV,ca_doping_frac,source,phase_stable,goldschmidt_t,energy_per_atom_eV,gap_x_interaction,fermi_gap_ratio,mean_A_electronegativity,delta_A_mismatch
9.9757,1.725,0.0,1.725,0.0419999999999999,19.8,4408.498,-40420.1288205319,0.4,DFT_real,0,1.0234533062360902,-8084.02576410638,0.6900000000000001,5.7830144927536224,0.934,0.0880642117911395
2.0117285651237147,3.159322478370611,-0.0437319907074027,3.1244472983043567,0.0294712557965076,19.64574922490236,5289.930823384614,-101049.74748280551,0.0,augmented,1,1.0615418510581087,-20209.9494965611,0.0,0.6367592868841792,0.89,0.0
2.023864274510475,3.229439275913621,0.0109820793308507,3.283598148003664,0.0557103146439714,20.188579847909114,5290.872500399718,-101050.7841673374,0.0,augmented,1,1.0615418510581087,-20210.15683346748,0.0,0.6266919656651386,0.89,0.0
2.0713588738209783,3.311686816227074,-0.1025399927997074,3.165884446389644,0.03669190738138,20.07027321261178,5289.751591414689,-101050.00906609224,0.0,augmented,1,1.0615418510581087,-20210.00181321845,0.0,0.6254692437105462,0.89,0.0
2.094550241964431,3.045390767969633,-0.0749933819631258,3.199697574068046,0.0422886503276637,19.8402098441668,5291.111615421789,-101049.9425349913,0.0,augmented,1,1.0615418510581087,-20209.988506998263,0.0,0.6877769435099217,0.89,0.0
2.189886692028868,3.1683664455259937,-0.0320573317226433,3.220909448221445,0.0443920553076002,19.84158166609228,5289.971098406068,-101049.49567685185,0.0,augmented,1,1.0615418510581087,-20209.899135370368,0.0,0.6911719457038279,0.89,0.0
2.1351982902564317,3.280882040227785,0.0803927168404123,3.2451266480037666,0.0386859438986496,20.26621470924234,5291.187454857116,-101049.9961189034,0.0,augmented,1,1.0615418510581087,-20209.99922378068,0.0,0.6507998804212748,0.89,0.0
2.090227906310356,3.2546331706001754,-0.0010119860648823,3.151095581187578,0.0427036635466484,20.211116845669785,5289.267379820577,-101050.72782810147,0.0,augmented,1,1.0615418510581087,-20210.145565620296,0.0,0.6422312913665821,0.89,0.0
2.137669222999235,3.213378906286511,0.0288596658593864,3.1385491031723407,0.0554942950743576,19.801991555326776,5289.156316014452,-101050.57472377583,0.0,augmented,1,1.0615418510581087,-20210.11494475517,0.0,0.6652401164322947,0.89,0.0
2.168103247846374,3.1635545865051062,0.1100695356143967,3.0968910947625927,0.0345372208101858,20.397255571143667,5291.748804559156,-101050.75377994834,0.0,augmented,1,1.0615418510581087,-20210.150755989667,0.0,0.6853374908583654,0.89,0.0
2.1034446808361427,3.271218991850328,-0.0114687843682377,3.207493354569389,0.0501093301324319,19.555565906104164,5289.828538714039,-101050.31586878216,0.0,augmented,1,1.0615418510581087,-20210.063173756436,0.0,0.6430153539280473,0.89,0.0
2.105156091705403,3.026949389138091,0.0376846949777005,3.2064746826448047,0.0394461377865826,20.539719270207097,5289.826615418381,-101050.46287502086,0.0,augmented,1,1.0615418510581087,-20210.09257500417,0.0,0.6954709595702476,0.89,0.0
2.132085462259566,3.388400113756986,0.034051979802226,3.241305491834693,0.039983781345096,20.02608791061115,5289.640938273828,-101049.96998640572,0.0,augmented,1,1.0615418510581087,-20209.993997281144,0.0,0.6292305399154932,0.89,0.0
